,ageEstimate,companyFollowerCount,companyHasLogo,companyName,companyStaffCount,companyUrl,companyUrn,connectionsCount,country,endDate,followable,followersCount,genderEstimate,hasPicture,isPremium,mbrLocation,mbrLocationCode,mbrTitle,memberUrn,posLocation,posLocationCode,posTitle,positionId,startDate,avgMemberPosDuration,avgCompanyPosDuration,,,,,,,,,,,,,,
11236,48,13711,ef94f5d1-606a-4e8e-87c6-9dd80ec0deba-2.png,iiNet,1383,http://www.iinet.net.au,urn:li:company:13426,340,au,4/1/2011,1,340,male,gjngwwBsXpgdqN7fCn-W_Vf1x-WIexpFuq1iZ5AP-Fk.jpg,0,"Perth, Western Australia, Australia","urn:li:fs_city:(au,8-11)",Senior Project Manager | Change Agent | People Management | Analytical | Tech Savvy,urn:li:member:16807120,,,Senior Business Analyst,321391,9/1/2007,1080.4,855.6234,,,,,,,,,,,,,,
11237,48,13711,ef94f5d1-606a-4e8e-87c6-9dd80ec0deba-2.png,iiNet,1383,http://www.iinet.net.au,urn:li:company:13426,340,au,9/1/2008,1,340,male,gjngwwBsXpgdqN7fCn-W_Vf1x-WIexpFuq1iZ5AP-Fk.jpg,0,"Perth, Western Australia, Australia","urn:li:fs_city:(au,8-11)",Senior Project Manager | Change Agent | People Management | Analytical | Tech Savvy,urn:li:member:16807120,,,Project Manager,321392,3/1/2008,1080.4,855.6234,,,,,,,,,,,,,,
11238,48,13711,ef94f5d1-606a-4e8e-87c6-9dd80ec0deba-2.png,iiNet,1383,http://www.iinet.net.au,urn:li:company:13426,340,au,2/1/2008,1,340,male,gjngwwBsXpgdqN7fCn-W_Vf1x-WIexpFuq1iZ5AP-Fk.jpg,0,"Perth, Western Australia, Australia","urn:li:fs_city:(au,8-11)",Senior Project Manager | Change Agent | People Management | Analytical | Tech Savvy,urn:li:member:16807120,"Perth, Western Australia",,Business Analyst,321393,1/1/2005,1080.4,855.6234,,,,,,,,,,,,,,
11239,48,1986411,f9b2561b-40b3-4018-9e25-3af6c6ab9e71-2.png,GE,235269,http://www.ge.com,urn:li:company:1015,340,au,12/1/2005,1,340,male,gjngwwBsXpgdqN7fCn-W_Vf1x-WIexpFuq1iZ5AP-Fk.jpg,0,"Perth, Western Australia, Australia","urn:li:fs_city:(au,8-11)",Senior Project Manager | Change Agent | People Management | Analytical | Tech Savvy,urn:li:member:16807120,,,Management Information Leader,321394,1/1/2003,1080.4,1014.058,,,,,,,,,,,,,,
11240,48,1986411,f9b2561b-40b3-4018-9e25-3af6c6ab9e71-2.png,GE,235269,http://www.ge.com,urn:li:company:1015,340,au,12/1/2003,1,340,male,gjngwwBsXpgdqN7fCn-W_Vf1x-WIexpFuq1iZ5AP-Fk.jpg,0,"Perth, Western Australia, Australia","urn:li:fs_city:(au,8-11)",Senior Project Manager | Change Agent | People Management | Analytical | Tech Savvy,urn:li:member:16807120,,,Business Analyst,321395,1/1/2000,1080.4,1014.058,,,,,,,,,,,,,,
11241,48,192638,5de45a81-c722-428e-aa8e-a90867d0badb-2.png,Telstra,36243,http://www.telstra.com,urn:li:company:1636,340,au,12/1/2000,1,340,male,gjngwwBsXpgdqN7fCn-W_Vf1x-WIexpFuq1iZ5AP-Fk.jpg,0,"Perth, Western Australia, Australia","urn:li:fs_city:(au,8-11)",Senior Project Manager | Change Agent | People Management | Analytical | Tech Savvy,urn:li:member:16807120,,,Finance Manager,321396,1/1/1999,1080.4,1115.0783,,,,,,,,,,,,,,
11242,48,192638,5de45a81-c722-428e-aa8e-a90867d0badb-2.png,Telstra,36243,http://www.telstra.com,urn:li:company:1636,340,au,12/1/1999,1,340,male,gjngwwBsXpgdqN7fCn-W_Vf1x-WIexpFuq1iZ5AP-Fk.jpg,0,"Perth, Western Australia, Australia","urn:li:fs_city:(au,8-11)",Senior Project Manager | Change Agent | People Management | Analytical | Tech Savvy,urn:li:member:16807120,,,Finance Analyst,321397,7/1/1997,1080.4,1115.0783,,,,,,,,,,,,,,
11243,48,192638,5de45a81-c722-428e-aa8e-a90867d0badb-2.png,Telstra,36243,http://www.telstra.com,urn:li:company:1636,340,au,6/1/1997,1,340,male,gjngwwBsXpgdqN7fCn-W_Vf1x-WIexpFuq1iZ5AP-Fk.jpg,0,"Perth, Western Australia, Australia","urn:li:fs_city:(au,8-11)",Senior Project Manager | Change Agent | People Management | Analytical | Tech Savvy,urn:li:member:16807120,,,Senior Finance Officer,321398,1/1/1994,1080.4,1115.0783,,,,,,,,,,,,,,
11244,48,192638,5de45a81-c722-428e-aa8e-a90867d0badb-2.png,Telstra,36243,http://www.telstra.com,urn:li:company:1636,340,au,12/1/1994,1,340,male,gjngwwBsXpgdqN7fCn-W_Vf1x-WIexpFuq1iZ5AP-Fk.jpg,0,"Perth, Western Australia, Australia","urn:li:fs_city:(au,8-11)",Senior Project Manager | Change Agent | People Management | Analytical | Tech Savvy,urn:li:member:16807120,,,Finance Officer,321399,1/1/1990,1080.4,1115.0783,,,,,,,,,,,,,,
11245,45,64,a3ec73ff-3893-4d2a-8612-f9fb90ad27ab-2.png,1on1 Property,10,http://www.1on1property.com.au,urn:li:company:3327588,500,au,,1,1445,male,dnkGtkeXnhUe9jIxlvAIf0TMKRjCaC-E-GPh8ULhFGs.jpg,0,"Newcastle Area, Australia","urn:li:fs_region:(au,4902)","Business Owner, Real-Estate Sales, Local Retailer and Property Investment",urn:li:member:168305647,"Newcastle, Australia","urn:li:fs_region:(au,4902)",RealEstate Investments and Sales,304705,1/1/2012,867,295,,,,,,,,,,,,,,
11246,45,71403,b976d16b-b41f-401c-952c-d5bd2aaac7b0-2.png,Optus,10913,http://www.optus.com.au,urn:li:company:2711,500,au,,1,1445,male,dnkGtkeXnhUe9jIxlvAIf0TMKRjCaC-E-GPh8ULhFGs.jpg,0,"Newcastle Area, Australia","urn:li:fs_region:(au,4902)","Business Owner, Real-Estate Sales, Local Retailer and Property Investment",urn:li:member:168305647,Belmont,,Optus Local Business Owner (Network Communications),304706,7/1/2006,867,977.6553,,,,,,,,,,,,,,
11247,45,154213,fa30e340-63fe-403f-8de2-eb1a9305d456-2.png,Smith & Nephew,13164,http://www.smith-nephew.com,urn:li:company:4789,500,au,7/1/2007,1,1445,male,dnkGtkeXnhUe9jIxlvAIf0TMKRjCaC-E-GPh8ULhFGs.jpg,0,"Newcastle Area, Australia","urn:li:fs_region:(au,4902)","Business Owner, Real-Estate Sales, Local Retailer and Property Investment",urn:li:member:168305647,,,Sales Manager - Northern NSW - Endoscopy & Orthopaedic equipment,304707,7/1/2006,867,1135.8076,,,,,,,,,,,,,,
11248,45,698343,165c1b41-9eb6-4c01-8a86-5e61898f9ea2-2.png,AstraZeneca,56621,http://www.astrazeneca.com,urn:li:company:1603,500,au,10/1/2005,1,1445,male,dnkGtkeXnhUe9jIxlvAIf0TMKRjCaC-E-GPh8ULhFGs.jpg,0,"Newcastle Area, Australia","urn:li:fs_region:(au,4902)","Business Owner, Real-Estate Sales, Local Retailer and Property Investment",urn:li:member:168305647,Northern NSW,,Medical Sales Specialist,304708,1/1/2002,867,1173.9109,,,,,,,,,,,,,,
11249,44,53175,67a264f1-750e-49da-b031-911c72e83b91-2.png,AMP,6677,http://www.amp.com.au,urn:li:company:4007,251,au,,1,251,male,,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",Experienced Project Manager,urn:li:member:16831091,,,Program Manager,328104,9/1/2012,1285.75,937.9322,,,,,,,,,,,,,,
11250,44,14590,ae34c8a7-b613-4fd9-9c2a-c7c4fe884ddf-2.png,Roads and Maritime Services,3988,http://www.rms.nsw.gov.au/,urn:li:company:246619,251,au,6/1/2012,1,251,male,,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",Experienced Project Manager,urn:li:member:16831091,,,Strategic Consultant,328105,3/1/2012,1285.75,896.8249,,,,,,,,,,,,,,
11251,44,1047275,79798cb9-3f04-4959-90fd-e803684f8520-2.png,J.P. Morgan,63402,http://www.jpmorgan.com,urn:li:company:1067,251,au,12/1/2011,1,251,male,,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",Experienced Project Manager,urn:li:member:16831091,"Sydney, Australia",,Project Manager within Treasury & Security Services,328106,12/1/2010,1285.75,976.5186,,,,,,,,,,,,,,
11252,44,3346588,f3771000-4e1c-43f0-9122-2d3d786995d3-2.jpg,Accenture,377002,http://www.accenture.com,urn:li:company:1033,251,au,12/1/2010,1,251,male,,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",Experienced Project Manager,urn:li:member:16831091,"London, UK and Sydney Australia",,Manager,328107,6/1/2004,1285.75,1050.0325,,,,,,,,,,,,,,
11253,44,4107,48e91fbf-0b61-4fb5-ac75-22438512b214-2.png,Alfa Financial Software,1457,https://www.alfasystems.com,urn:li:company:163029,251,au,5/1/2004,1,251,male,,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",Experienced Project Manager,urn:li:member:16831091,"London, UK",,Consultant,328108,1/1/1998,1285.75,1466.9773,,,,,,,,,,,,,,
11254,25,88,9d8dbdfc-b9ca-4b2e-89ae-c8d534add063-2.png,Treysta Wealth Management Pty Ltd,8,http://www.treystawealth.com.au,urn:li:company:2920755,500,au,,1,1077,male,938c71cb-fab3-4e29-b7de-1595ea0bfa0c-3.jpg,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",2018s Financial Adviser of the Year | Young Leaders in Finance,urn:li:member:168320523,"Level 20/60 Margaret Street, Sydney NSW 2000",,Financial Life Manager,290576,5/1/2013,425.25,845.9,,,,,,,,,,,,,,
11255,25,648,4c4635dc-55ae-4855-9e13-45a843f13987-2.png,XY Adviser,11,http://www.xyadviser.com,urn:li:company:6431044,500,au,,1,1077,male,938c71cb-fab3-4e29-b7de-1595ea0bfa0c-3.jpg,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",2018s Financial Adviser of the Year | Young Leaders in Finance,urn:li:member:168320523,"Sydney, Australia","urn:li:fs_region:(au,4910)",Co Founder,290577,7/1/2014,425.25,,,,,,,,,,,,,,,
11256,25,2356,810e6cfd-60e4-490d-a1ce-c49901d797ac-2.png,AMP Horizons,47,http://www.amphorizons.com.au,urn:li:company:2539690,500,au,4/1/2013,1,1077,male,938c71cb-fab3-4e29-b7de-1595ea0bfa0c-3.jpg,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",2018s Financial Adviser of the Year | Young Leaders in Finance,urn:li:member:168320523,St. Leonards | Circular Quay,,Financial Planner,290578,4/1/2012,425.25,328.0388,,,,,,,,,,,,,,
11257,25,3,,Lounge Suite Warehouse,1,,urn:li:company:7686485,500,au,4/1/2012,1,1077,male,938c71cb-fab3-4e29-b7de-1595ea0bfa0c-3.jpg,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",2018s Financial Adviser of the Year | Young Leaders in Finance,urn:li:member:168320523,,,Operations Manager,290579,1/1/2010,425.25,821,,,,,,,,,,,,,,
11258,25,247381,c4bd16a5-fb10-496a-8cf5-24254adc6bfd-2.png,University of Sydney,11949,http://sydney.edu.au,urn:li:company:166676,500,au,8/1/2018,1,1077,male,938c71cb-fab3-4e29-b7de-1595ea0bfa0c-3.jpg,0,"Sydney, Australia","urn:li:fs_region:(au,4910)",2018s Financial Adviser of the Year | Young Leaders in Finance,urn:li:member:168320523,"Sydney, Australia","urn:li:fs_region:(au,4910)",Research Affiliate,33867428,2/1/2018,425.25,851.207,,,,,,,,,,,,,,
11259,50,151686,71b7f012-183c-43c8-a9af-b39a1b9a89a0-2.png,National Australia Bank,27944,http://www.nab.com.au,urn:li:company:2357,500,au,11/1/2017,1,959,male,0MOZduDWUlhfJu2BznmRT415UVfZfHYEyFy_M1kAgug.jpg,0,"Melbourne Area, Australia","urn:li:fs_region:(au,4900)","Manager, Vulnerability Management at National Australia Bank",urn:li:member:16833681,"Melbourne, Australia","urn:li:fs_region:(au,4900)",Delivery Lead,299888,5/1/2014,528.25,941.0968,,,,,,,,,,,,,,
11260,50,151686,71b7f012-183c-43c8-a9af-b39a1b9a89a0-2.png,National Australia Bank,27944,http://www.nab.com.au,urn:li:company:2357,500,au,5/1/2014,1,959,male,0MOZduDWUlhfJu2BznmRT415UVfZfHYEyFy_M1kAgug.jpg,0,"Melbourne Area, Australia","urn:li:fs_region:(au,4900)","Manager, Vulnerability Management at National Australia Bank",urn:li:member:16833681,,,Implementation Lead,299890,10/1/2012,528.25,941.0968,,,,,,,,,,,,,,
11261,50,151686,71b7f012-183c-43c8-a9af-b39a1b9a89a0-2.png,National Australia Bank,27944,http://www.nab.com.au,urn:li:company:2357,500,au,10/1/2012,1,959,male,0MOZduDWUlhfJu2BznmRT415UVfZfHYEyFy_M1kAgug.jpg,0,"Melbourne Area, Australia","urn:li:fs_region:(au,4900)","Manager, Vulnerability Management at National Australia Bank",urn:li:member:16833681,"Melbourne, Australia","urn:li:fs_region:(au,4900)",Application Support Analyst,299891,6/1/2011,528.25,941.0968,,,,,,,,,,,,,,
11262,50,151686,71b7f012-183c-43c8-a9af-b39a1b9a89a0-2.png,National Australia Bank,27944,http://www.nab.com.au,urn:li:company:2357,500,au,6/1/2011,1,959,male,0MOZduDWUlhfJu2BznmRT415UVfZfHYEyFy_M1kAgug.jpg,0,"Melbourne Area, Australia","urn:li:fs_region:(au,4900)","Manager, Vulnerability Management at National Australia Bank",urn:li:member:16833681,,,Implementation Manager,299892,12/1/2010,528.25,941.0968,,,,,,,,,,,,,,
11263,50,151686,71b7f012-183c-43c8-a9af-b39a1b9a89a0-2.png,National Australia Bank,27944,http://www.nab.com.au,urn:li:company:2357,500,au,3/1/2011,1,959,male,0MOZduDWUlhfJu2BznmRT415UVfZfHYEyFy_M1kAgug.jpg,0,"Melbourne Area, Australia","urn:li:fs_region:(au,4900)","Manager, Vulnerability Management at National Australia Bank",urn:li:member:16833681,,,Application Support Analyst,299893,10/1/2007,528.25,941.0968,,,,,,,,,,,,,,
11264,50,151686,71b7f012-183c-43c8-a9af-b39a1b9a89a0-2.png,National Australia Bank,27944,http://www.nab.com.au,urn:li:company:2357,500,au,10/1/2007,1,959,male,0MOZduDWUlhfJu2BznmRT415UVfZfHYEyFy_M1kAgug.jpg,0,"Melbourne Area, Australia","urn:li:fs_region:(au,4900)","Manager, Vulnerability Management at National Australia Bank",urn:li:member:16833681,,,Environment and Configuration Management,299894,7/1/2006,528.25,941.0968,,,,,,,,,,,,,,
11265,50,1981,8a9d5e83-dce2-486d-a8c9-8a05852c1fe5-2.png,Stramit,359,http://www.stramit.com.au,urn:li:company:77895,500,au,2/1/2000,1,959,male,0MOZduDWUlhfJu2BznmRT415UVfZfHYEyFy_M1kAgug.jpg,0,"Melbourne Area, Australia","urn:li:fs_region:(au,4900)","Manager, Vulnerability Management at National Australia Bank",urn:li:member:16833681,,,Systems Support,299897,8/1/1999,528.25,1362.3918,,,,,,,,,,,,,,
11266,50,3754,43bc1652-74bd-4c6a-84b6-ee1b996141a1-2.png,Youth for Christ International,1029,http://www.yfci.org,urn:li:company:167015,500,au,2/1/1993,1,959,male,0MOZduDWUlhfJu2BznmRT415UVfZfHYEyFy_M1kAgug.jpg,0,"Melbourne Area, Australia","urn:li:fs_region:(au,4900)","Manager, Vulnerability Management at National Australia Bank",urn:li:member:16833681,,,Y-One Musician and Technician,299902,2/1/1992,528.25,1346.8286,,,,,,,,,,,,,,
11267,30,300830,f0150159-28af-4ebe-91eb-f5d5b7b4144b-2.png,Leo Burnett,9563,http://www.leoburnett.com,urn:li:company:2970,260,au,12/1/2009,1,260,male,7039edff-7a32-4895-9e8a-8fa6defafa52-3.jpg,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)",Account Manager at Leo Burnett,urn:li:member:168358933,,,Account Executive/ Strategy,332069,11/1/2009,45.5,746.4212,,,,,,,,,,,,,,
11268,30,1152,a6274f92-e484-4b9a-bf76-760b62990e00-2.jpg,The International School of Kuala Lumpur,309,http://www.iskl.edu.my,urn:li:company:1013493,260,au,12/1/2008,1,260,male,7039edff-7a32-4895-9e8a-8fa6defafa52-3.jpg,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)",Account Manager at Leo Burnett,urn:li:member:168358933,,,Secretary (Music Department),332070,10/1/2008,45.5,867.8148,,,,,,,,,,,,,,
11269,27,320,9d861f94-e550-483b-a3c1-d95c5bbd8155-2.png,Legal Aid ACT,78,http://www.legalaidact.org.au/,urn:li:company:2120216,500,au,,1,671,female,f345674f-a51e-4f08-bf31-313100233945-3.jpg,0,"Canberra, Australia","urn:li:fs_region:(au,4893)",Litigation Practice Manager at Legal Aid ACT,urn:li:member:168421049,"Canberra, Australia","urn:li:fs_region:(au,4893)",Litigation Practice Manager,186702,5/1/2016,285.5,467.9806,,,,,,,,,,,,,,
11270,27,87,2ac4296f-67c6-4626-b25a-878467c3cba3-2.png,Hourigan Visa & Migration Services Pty Ltd,4,http://www.hourigan.com.au,urn:li:company:3619106,500,au,,1,671,female,f345674f-a51e-4f08-bf31-313100233945-3.jpg,0,"Canberra, Australia","urn:li:fs_region:(au,4893)",Litigation Practice Manager at Legal Aid ACT,urn:li:member:168421049,,,Consultant,186703,10/1/2015,285.5,487,,,,,,,,,,,,,,
11271,27,130,bb5ea112-e5e8-4054-8545-39daf220ca0b-2.png,Thames Migration,2,http://www.thamesmigration.com,urn:li:company:2290212,500,au,,1,671,female,f345674f-a51e-4f08-bf31-313100233945-3.jpg,0,"Canberra, Australia","urn:li:fs_region:(au,4893)",Litigation Practice Manager at Legal Aid ACT,urn:li:member:168421049,"London, United Kingdom","urn:li:fs_region:(gb,4573)",Consultant,186704,6/1/2012,285.5,92,,,,,,,,,,,,,,
11272,27,14239,f745b122-1bdf-49b2-bc84-00f2495a1fa8-2.png,AHPRA (Australia Health Practitioner Regulation Agency),720,http://www.ahpra.gov.au,urn:li:company:648146,500,au,5/1/2016,1,671,female,f345674f-a51e-4f08-bf31-313100233945-3.jpg,0,"Canberra, Australia","urn:li:fs_region:(au,4893)",Litigation Practice Manager at Legal Aid ACT,urn:li:member:168421049,"Canberra, Australian Capital Territory, Australia",,Senior Registration Officer,186705,10/1/2015,285.5,585.6095,,,,,,,,,,,,,,
11273,27,87,2ac4296f-67c6-4626-b25a-878467c3cba3-2.png,Hourigan Visa & Migration Services Pty Ltd,4,http://www.hourigan.com.au,urn:li:company:3619106,500,au,10/1/2015,1,671,female,f345674f-a51e-4f08-bf31-313100233945-3.jpg,0,"Canberra, Australia","urn:li:fs_region:(au,4893)",Litigation Practice Manager at Legal Aid ACT,urn:li:member:168421049,"Canberra, Australia","urn:li:fs_region:(au,4893)",Senior Migration Agent,186706,2/1/2014,285.5,487,,,,,,,,,,,,,,
11274,27,312,ac675630-d822-4be5-af74-356ce45444a5-2.png,Education and Migration Services Australia,15,http://www.emsaus.com,urn:li:company:2192287,500,au,2/1/2014,1,671,female,f345674f-a51e-4f08-bf31-313100233945-3.jpg,0,"Canberra, Australia","urn:li:fs_region:(au,4893)",Litigation Practice Manager at Legal Aid ACT,urn:li:member:168421049,"Brisbane, Australia","urn:li:fs_region:(au,4909)",Registered Migration Agent,186707,4/1/2013,285.5,224.3333,,,,,,,,,,,,,,
11275,27,970,186e5f26-1acf-4695-9a93-d66fe571d3b0-2.png,IXP Visas,82,http://www.globalvisas.com,urn:li:company:102279,500,au,6/1/2012,1,671,female,f345674f-a51e-4f08-bf31-313100233945-3.jpg,0,"Canberra, Australia","urn:li:fs_region:(au,4893)",Litigation Practice Manager at Legal Aid ACT,urn:li:member:168421049,"London, United Kingdom","urn:li:fs_region:(gb,4573)","Subject Matter Expert, Australian Immigration",186709,2/1/2012,285.5,474.9286,,,,,,,,,,,,,,
11276,27,3773,68675eec-84a1-4b88-bd85-7fc9543d6082-2.png,Hammersmith & Fulham Council,957,http://www.lbhf.gov.uk,urn:li:company:40908,500,au,2/1/2012,1,671,female,f345674f-a51e-4f08-bf31-313100233945-3.jpg,0,"Canberra, Australia","urn:li:fs_region:(au,4893)",Litigation Practice Manager at Legal Aid ACT,urn:li:member:168421049,,,Executive Officer,186710,9/1/2011,285.5,816.102,,,,,,,,,,,,,,
11277,27,20236,3aa6889d-3289-4933-9914-1a39146c5020-2.png,Australian Department of Immigration and Border Protection,1848,http://www.border.gov.au,urn:li:company:38809,500,au,12/1/2008,1,671,female,f345674f-a51e-4f08-bf31-313100233945-3.jpg,0,"Canberra, Australia","urn:li:fs_region:(au,4893)",Litigation Practice Manager at Legal Aid ACT,urn:li:member:168421049,"Brisbane, Australia","urn:li:fs_region:(au,4909)",Visa Processing Officer,186712,1/1/2008,285.5,800.5935,,,,,,,,,,,,,,
11278,56,24346,b5d121c9-6af3-45e0-9ec6-88750afd827c-2.png,"Department of Health & Human Services, Victoria",5289,http://www.dhhs.vic.gov.au,urn:li:company:163421,500,au,,1,513,male,,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Senior Policy Officer, Climate Change at Department of Human Services",urn:li:member:16863639,"Department of Human Services, Victoria",,"Senior Project Officer, Climate Change",306947,9/1/2008,659,875.2054,,,,,,,,,,,,,,
11279,56,24346,b5d121c9-6af3-45e0-9ec6-88750afd827c-2.png,"Department of Health & Human Services, Victoria",5289,http://www.dhhs.vic.gov.au,urn:li:company:163421,500,au,8/1/2008,1,513,male,,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Senior Policy Officer, Climate Change at Department of Human Services",urn:li:member:16863639,,,"Policy Officer, Neighbourhood Renewal",306948,8/1/2006,659,875.2054,,,,,,,,,,,,,,
11280,56,24346,b5d121c9-6af3-45e0-9ec6-88750afd827c-2.png,"Department of Health & Human Services, Victoria",5289,http://www.dhhs.vic.gov.au,urn:li:company:163421,500,au,7/1/2006,1,513,male,,0,"Melbourne, Australia","urn:li:fs_region:(au,4900)","Senior Policy Officer, Climate Change at Department of Human Services",urn:li:member:16863639,,,"Policy Officer, Active Participation Strategy",306949,1/1/2006,659,875.2054,,,,,,,,,,,,,,
11281,31,324676,57b47833-1334-4d39-8a00-463789479f65-2.png,Cushman & Wakefield,32547,http://www.cushmanwakefield.com,urn:li:company:4060,500,au,,1,1771,male,4cc00794-b568-4eca-a7f2-f8937e3cffd4-3.jpg,0,"Melbourne, Victoria, Australia","urn:li:fs_city:(au,7-1)",Construction Manager at The Facility Group,urn:li:member:168819870,"Melbourne, Australia","urn:li:fs_region:(au,4900)",National Project Manager,207367,4/1/2016,1331.25,762.5639,,,,,,,,,,,,,,
11282,31,35709,87d49415-7441-4038-8cc6-07805f0ba6ff-2.jpg,Mirvac,1374,http://www.mirvac.com,urn:li:company:165003,500,au,12/1/2015,1,1771,male,4cc00794-b568-4eca-a7f2-f8937e3cffd4-3.jpg,0,"Melbourne, Victoria, Australia","urn:li:fs_city:(au,7-1)",Construction Manager at The Facility Group,urn:li:member:168819870,"Melbourne, Australia","urn:li:fs_region:(au,4900)",Senior Operations and Commissioning Manager,207368,7/1/2014,1331.25,980.3859,,,,,,,,,,,,,,
11283,31,5258,e027a76b-d453-4747-baef-6feb6fe3d7a6-2.png,Walker Corporation,146,http://www.walkercorp.com.au,urn:li:company:1287550,500,au,7/1/2014,1,1771,male,4cc00794-b568-4eca-a7f2-f8937e3cffd4-3.jpg,0,"Melbourne, Victoria, Australia","urn:li:fs_city:(au,7-1)",Construction Manager at The Facility Group,urn:li:member:168819870,"Melbourne, Australia","urn:li:fs_region:(au,4900)",Facilities and Engineering Manager,207369,3/1/2012,1331.25,1077.4292,,,,,,,,,,,,,,
11284,31,1098,e1b29dac-6d03-42bd-9f11-ad699c32e942-2.png,St Martins Property,45,http://www.stmartinsproperty.com/,urn:li:company:419625,500,au,8/1/2010,1,1771,male,4cc00794-b568-4eca-a7f2-f8937e3cffd4-3.jpg,0,"Melbourne, Victoria, Australia","urn:li:fs_city:(au,7-1)",Construction Manager at The Facility Group,urn:li:member:168819870,"Perth Area, Australia",,Operations and Facilities Manager,207371,2/1/2001,1331.25,1632.1176,,,,,,,,,,,,,,
11285,31,225,dc79169c-9a64-43fb-a6f9-e89b71fc6ba2-2.png,The Facility Group,20,http://www.thefacilitygroup.com.au,urn:li:company:1761126,500,au,,1,1771,male,4cc00794-b568-4eca-a7f2-f8937e3cffd4-3.jpg,0,"Melbourne, Victoria, Australia","urn:li:fs_city:(au,7-1)",Construction Manager at The Facility Group,urn:li:member:168819870,"Melbourne, Australia","urn:li:fs_region:(au,4900)",Construction Manager,33922729,6/1/2018,1331.25,289.5,,,,,,,,,,,,,,
11286,40,3391,1430afec-45ae-4235-aacb-2852d2015e23-2.png,McGrath Foundation,44,http://www.mcgrathfoundation.com.au,urn:li:company:1601338,215,au,11/1/2014,0,0,female,,0,"Darlinghurst, New South Wales, Australia","urn:li:fs_city:(au,2-8)",Managing Director,urn:li:member:16891591,"St Leonards, Sydney",,Programme Director,330594,6/1/2010,1786,462.5044,,,,,,,,,,,,,,
11287,40,218405,849e5224-850a-4dcf-ba63-7e7262cb270a-2.png,Edelman,6713,http://www.edelman.com,urn:li:company:3536,215,au,7/1/2010,0,0,female,,0,"Darlinghurst, New South Wales, Australia","urn:li:fs_city:(au,2-8)",Managing Director,urn:li:member:16891591,"Sydney, Australia","urn:li:fs_region:(au,4910)",Senior Advisor / Director Healthcare,330595,5/1/2000,1786,545.5064,,,,,,,,,,,,,,
11288,40,1222,ec12a711-8c99-4ba6-a426-7b0f8c58ad4a-2.png,Northern Beaches Council,364,http://www.northernbeaches.nsw.gov.au,urn:li:company:10794988,215,au,6/1/2017,0,0,female,,0,"Darlinghurst, New South Wales, Australia","urn:li:fs_city:(au,2-8)",Managing Director,urn:li:member:16891591,"Dee Why, Sydney",,Content Writer,29032552,5/1/2017,1786,484.1833,,,,,,,,,,,,,,
11289,49,71403,b976d16b-b41f-401c-952c-d5bd2aaac7b0-2.png,Optus,10913,http://www.optus.com.au,urn:li:company:2711,500,au,,1,846,,55080d41-78a1-42f5-9be9-eeb3dd4bc72b-3.jpg,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","Program Manager & Consultant (Agile, PMBOK, Prince2)",urn:li:member:16894785,Optus Business | OB Managed Services & Delivery,,Program Manager (ICT and Telco Delivery),255562,1/1/2014,428.1875,977.6553,,,,,,,,,,,,,,
11290,49,192638,5de45a81-c722-428e-aa8e-a90867d0badb-2.png,Telstra,36243,http://www.telstra.com,urn:li:company:1636,500,au,12/1/2013,1,846,,55080d41-78a1-42f5-9be9-eeb3dd4bc72b-3.jpg,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","Program Manager & Consultant (Agile, PMBOK, Prince2)",urn:li:member:16894785,Telstra Operations/IT/ Digital Program Delivery,,Senior Program Manager ( Digital Delivery),255563,5/1/2011,428.1875,1115.0783,,,,,,,,,,,,,,
11291,49,192638,5de45a81-c722-428e-aa8e-a90867d0badb-2.png,Telstra,36243,http://www.telstra.com,urn:li:company:1636,500,au,5/1/2011,1,846,,55080d41-78a1-42f5-9be9-eeb3dd4bc72b-3.jpg,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","Program Manager & Consultant (Agile, PMBOK, Prince2)",urn:li:member:16894785,Telstra Operations/ Network Applications & Services/ Business Operations Group,,Program Manager (Business & Capability Delivery),255564,10/1/2009,428.1875,1115.0783,,,,,,,,,,,,,,
11292,49,192638,5de45a81-c722-428e-aa8e-a90867d0badb-2.png,Telstra,36243,http://www.telstra.com,urn:li:company:1636,500,au,10/1/2009,1,846,,55080d41-78a1-42f5-9be9-eeb3dd4bc72b-3.jpg,0,"Sydney Area, Australia","urn:li:fs_region:(au,4910)","Program Manager & Consultant (Agile, PMBOK, Prince2)",urn:li:member:16894785,Telstra Enterprise and Government/Qantas Account,,Senior Project Manager (Project Transition & Governance),255565,3/1/2008,428.1875,1115.0783,,,,,,,,,,,,,,
